2017-06-12 17:30:07,50 SSW 
2017-06-12 17:30:18,26 WCY 
2017-06-12 17:34:48,34 WEL 
2017-06-12 17:36:39,73 WIG 
2017-06-12 17:36:42,84 WLO 
2017-06-12 17:38:18,90 WME 
2017-06-12 17:41:48,06 WML 
2017-06-12 17:41:51,41 WTC 
2017-06-12 17:41:54,99 SWF 
2017-06-12 17:41:58,22 OK 
2017-06-13 17:30:00,22 DOK 
2017-06-13 17:30:08,19 SSW 
2017-06-13 17:30:23,60 WCY 
2017-06-13 17:35:05,09 WEL 
2017-06-13 17:37:01,06 WIG 
2017-06-13 17:37:04,25 WLO 
2017-06-13 17:38:59,22 WME 
2017-06-13 17:43:11,58 WML 
2017-06-13 17:43:16,30 WTC 
2017-06-13 17:43:21,03 SWF 
2017-06-13 17:43:24,40 OK 
2017-06-14 17:30:00,19 DOK 
2017-06-14 17:30:04,99 SSW 
2017-06-14 17:30:22,88 WCY 
2017-06-14 17:35:27,06 WEL 
2017-06-14 17:37:25,12 WIG 
2017-06-14 17:37:28,52 WLO 
2017-06-14 17:39:13,30 WME 
2017-06-14 17:43:10,80 WML 
2017-06-14 17:43:15,18 WTC 
2017-06-14 17:43:19,68 SWF 
2017-06-14 17:43:23,20 OK 
